source_center,destination_center,median_delay,trip_count,median_actual_time,median_osrm_time,median_distance
IND501301AAC,IND500039AAC,2.15,4,39.5,10.5,10.394121352387558
IND501359AAE,IND000000ACB,1.6656346749226005,56,1404.0,644.5,640.9943406392573
IND501359AAE,IND411033AAA,1.7894736842105263,480,495.0,235.0,278.0971864371693
IND501359AAE,IND413002AAA,1.9131944444444444,136,294.5,158.0,161.1176455939958
IND501359AAE,IND462022AAA,1.75,611,733.0,324.0,353.32167022208995
IND501359AAE,IND500008AAC,1.5555555555555556,38,31.5,20.0,16.547573573044836
IND501359AAE,IND500010AAA,1.6442687747035576,48,50.0,30.0,25.553430571070507
IND501359AAE,IND500010AAB,1.875,143,59.0,33.0,27.378403095211684
IND501359AAE,IND500039AAC,1.75,33,45.0,21.0,18.65751674378346
IND501359AAE,IND500039AAD,2.1483516483516483,18,55.5,21.0,18.58069542461467
IND501359AAE,IND500050AAA,1.6666666666666667,70,40.0,26.0,27.082456427517776
IND501359AAE,IND500080AAB,1.5470085470085468,70,38.5,18.0,18.833870140388655
IND501359AAE,IND501141AAA,1.4772727272727273,80,89.5,57.0,50.40138030693491
IND501359AAE,IND501218AAC,6.756578947368421,2,110.0,13.0,13.608614626985652
IND501359AAE,IND503111AAC,1.3578947368421053,12,88.5,67.5,77.82971472241094
IND501359AAE,IND505001AAB,1.2650000000000001,16,138.0,116.5,107.85612672836828
IND501359AAE,IND506002AAA,1.7573529411764706,110,122.5,67.0,88.920230967733
IND501359AAE,IND508252AAB,2.0,21,73.0,36.0,45.34718837836359
IND501359AAE,IND509001AAA,1.5,67,66.0,41.0,45.37103729334144
IND501359AAE,IND509358AAA,1.5,34,30.5,21.5,26.158959980996897
IND501359AAE,IND515004AAA,1.5147058823529411,126,216.0,142.0,171.86015304653674
IND501359AAE,IND518002AAA,1.4666666666666666,126,146.0,84.5,100.61967433300813
IND501359AAE,IND523002AAA,1.5,143,218.0,139.0,154.3752793786771
IND501359AAE,IND533106AAA,2.0,204,384.5,163.0,198.94358436296392
IND501359AAE,IND562132AAA,1.5,109,393.0,233.0,243.02997109404157
IND501359AAE,IND585104AAA,1.6,167,146.0,106.0,89.75103973331223
IND501359AAE,IND712311AAA,1.7633053221288515,110,906.5,516.0,618.5503968480853
IND501359AAE,IND751002AAB,1.7777777777777777,302,598.0,350.0,453.20770577926294
IND501359AAG,IND000000ACN,2.4772727272727275,22,45.0,15.5,13.000369018208803
IND501401AAC,IND500010AAA,8.904166666666667,14,128.5,13.5,9.457761090826171
IND502110AAA,IND502313AAA,1.2857142857142858,38,35.0,29.5,27.637232095041153
IND502220AAC,IND501359AAE,1.4791666666666665,110,121.5,62.0,66.48993084702118
IND502286AAB,IND502220AAC,1.6625,44,84.0,40.0,34.99019878960594
IND502295AAA,IND500050AAA,1.972222222222222,6,38.0,18.5,18.6338989855045
IND502313AAA,IND503111AAC,1.6941666666666666,18,65.5,37.0,45.55391278186592
IND503111AAC,IND501359AAE,1.5444444444444445,78,175.0,68.5,81.3061120995958
IND503111AAC,IND503185AAA,1.7272727272727273,60,89.0,49.0,44.82778938340719
IND503111AAC,IND505001AAB,1.3181818181818183,4,89.0,59.5,55.98667772884956
IND503122AAA,IND502110AAA,1.5788177339901477,38,50.0,33.5,28.970701864660334
IND503185AAA,IND503187AAA,1.606060606060606,38,35.0,25.0,26.152294007196524
IND503187AAA,IND503122AAA,1.5951086956521738,38,38.0,24.5,24.120812106914254
IND504201AAA,IND505001AAB,1.941176470588235,4,106.0,46.5,55.60148657129518
IND504201AAA,IND505184AAC,1.51487414187643,10,76.0,63.5,24.1859513241916
IND504208AAB,IND504251AAA,1.7894736842105263,1,34.0,19.0,20.997233684805742
IND504208AAB,IND505001AAB,1.5755517826825125,18,74.5,43.5,45.629869797842744
IND504215AAA,IND505001AAB,1.6363636363636365,45,97.0,47.0,44.74522751774268
IND504251AAA,IND504293AAA,2.0695652173913044,4,77.0,29.0,28.517613350458042
IND504251AAA,IND504296AAA,1.5257936507936507,6,46.0,39.0,27.413861741974188
IND504293AAA,IND504208AAB,1.3392857142857144,6,57.5,44.0,44.39738806051197
IND504293AAA,IND505001AAB,1.565217391304348,35,139.0,69.0,66.8199557844684
IND504296AAA,IND504208AAB,1.4,3,63.0,44.0,44.08580001032597
IND504296AAA,IND504293AAA,1.1,2,33.0,30.0,19.173898824504505
IND504296AAA,IND505001AAB,1.9285714285714288,5,131.0,64.0,66.30075717108963
IND505001AAA,IND505302AAB,1.4821428571428572,18,41.5,30.0,24.37111139139619
IND505001AAA,IND505327AAA,1.6295454545454544,2,55.5,32.5,33.497936429055414
IND505001AAB,IND501359AAE,1.3478260869565215,7,169.0,91.0,89.0186189363092
IND505001AAB,IND503111AAC,1.2232142857142856,8,81.5,57.5,56.00892618260639
IND505001AAB,IND504208AAB,1.4741379310344827,34,70.5,48.0,45.77101465546137
IND505001AAB,IND504251AAA,1.7803030303030303,4,97.0,58.0,55.45912405375865
IND505001AAB,IND505172AAA,1.9722222222222223,2,33.5,21.0,27.5464849772319
IND505001AAB,IND505184AAC,1.809523809523809,9,72.0,48.0,44.398134911476376
IND505001AAB,IND505209AAA,2.0,21,70.0,37.0,44.66896124426572
IND505001AAB,IND505302AAB,1.3888888888888888,8,39.0,30.5,25.804750796076096
IND505122AAA,IND506002AAA,2.3157894736842106,29,102.0,39.0,35.1713407187722
IND505184AAC,IND505001AAB,1.761904761904762,27,99.0,40.0,44.48061392648407
IND505184AAC,IND505209AAA,0.8941375968992248,2,41.0,45.5,18.907720518184796
IND505209AAA,IND504201AAA,1.4142857142857141,10,33.0,23.5,26.844597257723894
IND505209AAA,IND505001AAB,1.894736842105263,9,83.0,39.0,46.1395142475826
IND505302AAB,IND505325AAA,1.0666666666666669,13,66.0,60.0,45.037989840849136
IND505302AAB,IND505327AAA,2.0894607843137254,2,62.5,33.0,28.085089791557415
IND505325AAA,IND505327AAA,1.411764705882353,9,24.0,18.0,23.410538082281683
IND505326AAA,IND505425AAA,2.78921568627451,2,61.5,26.0,31.06006158260177
IND505327AAA,IND505425AAA,1.368421052631579,18,26.0,18.5,22.646144731006178
IND505425AAA,IND504215AAA,3.4166666666666665,1,41.0,12.0,15.000648498677483
IND505425AAA,IND505001AAB,1.9411764705882355,3,84.0,45.0,44.115058904667634
IND505467AAA,IND505122AAA,1.5657407407407407,26,62.0,37.0,27.154715323969093
IND505503AAA,IND506164AAA,2.3076923076923075,3,72.0,32.0,44.01344467017385
IND506001AAC,IND505122AAA,2.1011904761904763,4,51.0,31.0,26.460496991472183
IND506001AAC,IND505467AAA,1.5487012987012987,26,40.0,27.0,29.65738002067743
IND506002AAA,IND506132AAA,1.1666666666666667,40,34.0,34.0,27.259301131012325
IND506002AAA,IND506143AAA,2.0,34,37.0,19.0,24.17646281492275
IND506002AAA,IND506343AAA,1.6258169934640523,4,40.5,26.0,32.6210828638267
IND506132AAA,IND122001AAJ,1.7894736842105263,38,46.0,27.0,30.498735584726404
IND506143AAA,IND506167AAB,1.7647058823529411,24,29.0,17.0,23.381961475693416
IND506167AAB,IND501359AAE,1.7697368421052633,76,121.0,57.0,67.13311879402326
IND506169AAB,IND505503AAA,2.125,1,34.0,16.0,22.5002814886222
IND506314AAA,IND506002AAA,3.117647058823529,29,71.0,23.0,30.092605052866254
IND506343AAA,IND506169AAB,1.2111111111111112,4,50.5,40.0,26.578968166045136
IND507002AAA,IND507117AAB,1.15,5,94.0,66.0,66.75670237049174
IND507002AAA,IND507159AAA,1.9411764705882355,3,34.0,17.0,20.336159234736744
IND507002AAA,IND507167AAA,2.888888888888889,18,57.5,21.0,25.124440641067388
IND507002AAA,IND508001AAA,1.8823529411764703,5,167.0,60.0,69.36298156683618
IND507002AAA,IND508206AAA,2.0416666666666665,24,45.5,24.0,29.01653018261416
IND507002AAA,IND508207AAB,1.9808612440191387,8,88.5,45.5,55.426875391252025
IND507002AAA,IND508213AAB,1.75,42,60.0,34.0,44.872152483871616
IND507111AAA,IND507117AAB,1.8333333333333333,38,44.5,27.5,25.978001251639167
IND507111AAA,IND507303AAA,1.1016949152542372,3,99.0,55.0,44.275354560750905
IND507117AAB,IND507303AAA,1.486842105263158,72,145.5,71.5,56.48573772782496
IND507123AAA,IND506314AAA,1.265993265993266,48,108.5,71.5,55.6925031109417
IND507159AAA,IND507002AAA,2.111111111111111,11,88.0,18.0,21.280513444545527
IND507159AAA,IND508206AAA,1.2162162162162162,7,39.0,37.0,23.62479321979313
IND507303AAA,IND507002AAA,2.41875,72,113.0,43.5,55.86224484959931
IND508001AAA,IND501359AAE,1.6666666666666667,70,106.0,58.0,67.65363586947254
IND508116AAA,IND508223AAA,1.2222222222222223,3,67.0,52.0,44.48604762326669
IND508116AAA,IND508277AAB,1.0816666666666666,28,37.0,34.0,30.191013702292587
IND508206AAA,IND507002AAA,1.925,4,45.5,24.0,28.33344809464475
IND508206AAA,IND507159AAA,1.5,23,44.0,34.0,23.123698631196223
IND508206AAA,IND508207AAB,2.0900735294117645,8,54.0,26.5,34.42528819953605
IND508207AAB,IND507002AAA,2.375,20,138.5,47.5,56.711940722356076
IND508207AAB,IND508206AAA,2.7534722222222223,2,63.5,26.5,33.25449874778877
IND508207AAB,IND521225AAB,1.891812865497076,60,169.0,83.5,78.7457629660578
IND508213AAB,IND508001AAA,1.7291666666666665,28,59.0,30.0,31.650309589887506
IND508223AAA,IND500039AAC,1.6944444444444444,67,106.0,67.0,66.60959285584259
IND508248AAB,IND508377AAB,1.7058823529411764,33,50.0,33.0,43.29264751955586
IND508252AAB,IND508207AAB,1.2326839826839826,24,74.5,64.0,57.02945560459207
IND508277AAB,IND508223AAA,1.3846153846153846,11,34.0,25.0,20.40616744869052
IND508377AAB,IND501359AAE,1.4891304347826086,56,133.0,76.0,67.33224027280505
IND509001AAA,IND509203AAA,1.5833333333333333,38,39.5,28.0,27.588023658333704
IND509103AAB,IND518002AAA,2.111111111111111,27,96.0,40.0,44.08517682294198
IND509124AAA,IND509103AAB,1.857142857142857,18,56.5,31.5,26.57267227083011
IND509124AAA,IND518002AAA,2.136363636363636,3,80.0,40.0,44.01854651768058
IND509124AAA,IND584101AAA,1.517777777777778,6,71.5,50.5,44.69153048332455
IND509203AAA,IND509301AAA,1.5238095238095235,37,34.0,23.0,24.523653452646187
IND509216AAC,IND501359AAE,1.5,31,34.0,22.0,22.644678991923623
IND509301AAA,IND501359AAE,1.5278637770897832,42,66.0,39.0,45.630937160117554
IND509301AAA,IND509216AAC,1.588235294117647,9,32.0,17.0,23.74834080071976
IND509324AAA,IND508248AAB,2.117647058823529,16,56.5,25.5,33.92315391586978
IND509358AAA,IND508248AAB,2.1470588235294112,24,77.0,34.0,44.23523609148634
IND509358AAA,IND509324AAA,1.6228070175438598,18,40.0,23.0,28.912649905061752
IND515004AAA,IND501359AAE,1.588235294117647,236,239.5,139.5,165.50658614079458
IND515004AAA,IND515401AAB,1.6666666666666667,51,59.0,34.0,45.04402231276613
IND515004AAA,IND515411AAA,2.191176470588235,6,76.5,34.0,44.64921191454525
IND515004AAA,IND515671AAA,1.875,26,52.0,28.0,27.428461403425267
IND515004AAA,IND515801AAA,2.34375,6,119.5,47.5,44.8788265520387
IND515004AAA,IND562132AAA,1.4210526315789471,65,207.0,125.0,110.04817424189756
IND515134AAA,IND515201AAA,1.6666666666666667,90,59.5,34.5,33.56889929737069
IND515134AAA,IND515591AAA,1.5239651416122004,16,60.0,41.5,32.8282486058191
IND515201AAA,IND515134AAA,1.6666666666666667,29,69.0,38.0,27.97268047147396
IND515201AAA,IND515301AAA,2.3095238095238093,42,33.0,15.5,18.900035226461164
IND515301AAA,IND561202AAB,1.8,32,24.5,13.0,13.255119116459058
IND515401AAB,IND515801AAA,2.4375,35,45.0,18.0,22.9573187871264
IND515411AAA,IND516360AAB,1.9583333333333335,6,96.0,53.5,44.41118221302261
IND515591AAA,IND516269AAA,1.6125,30,81.5,48.0,44.253016679135406
IND515671AAA,IND515134AAA,1.5,26,46.0,28.5,25.498745782611756
IND515671AAA,IND515591AAA,1.6111111111111112,3,126.0,60.0,45.437400677398
IND515761AAA,IND515004AAA,1.8888888888888888,57,76.0,43.0,44.65365751852128
IND515801AAA,IND515761AAA,1.7692307692307692,4,162.0,74.5,56.27166045727479
IND515801AAA,IND515865AAB,1.5384615384615383,72,101.5,67.5,56.034135191200505
IND515865AAB,IND515761AAA,1.7003205128205128,36,45.5,28.0,26.371817138171718
IND516001AAA,IND516227AAA,1.7742857142857145,4,54.0,34.5,30.324186529999675
IND516101AAA,IND516115AAA,2.4285714285714284,69,45.0,21.0,27.00780441229372
IND516115AAA,IND517501AAB,2.4285714285714284,135,99.0,41.0,37.26637835947687
IND516227AAA,IND515004AAA,1.9705882352941178,16,197.5,95.5,100.34772147758237
IND516269AAA,IND516390AAA,1.5,56,86.0,53.0,49.47660361244879
IND516360AAB,IND516001AAA,1.597826086956522,4,52.0,32.5,34.352181159430614
IND516390AAA,IND515004AAA,1.7416666666666667,60,133.0,68.0,57.78392021109125
IND517325AAA,IND517408AAA,2.15625,1,69.0,32.0,39.82140957185518
IND517501AAB,IND517583AAA,2.142857142857143,57,33.0,14.0,18.672990574645837
IND517501AAB,IND517644AAA,2.443627450980392,32,60.0,26.0,28.727068440401162
IND517583AAA,IND516101AAA,2.2,127,57.0,27.0,36.7302539334632
IND517644AAA,IND524132AAA,2.162280701754386,30,52.0,28.5,24.629488561114435
IND518002AAA,IND501359AAE,1.6339712918660287,96,149.5,81.0,101.6957527983499
IND518002AAA,IND509103AAB,2.0130434782608697,8,144.5,58.5,53.2699488589146
IND518002AAA,IND509124AAA,1.5454545454545454,9,65.0,41.0,44.780281023921546
IND518002AAA,IND518206AAA,13.127076411960136,2,604.5,46.0,31.796315583005857
IND518002AAA,IND518401AAA,1.775,26,44.5,27.0,24.432685551421997
IND518002AAA,IND518501AAA,1.5,54,59.5,43.0,45.485964052117
IND518002AAA,IND562132AAA,1.3879928315412187,152,256.0,180.0,176.10322027746216
IND518002AAA,IND584101AAA,1.6276923076923078,54,89.5,66.0,55.7953941977648
IND518102AAA,IND518002AAA,1.875,77,102.0,83.0,94.72956286901042
IND518124AAA,IND518002AAA,1.391304347826087,3,80.0,57.0,44.87095531289255
IND518124AAA,IND518206AAA,1.65,6,33.0,21.0,16.633658557682082
IND518206AAA,IND518002AAA,1.5,3,51.0,35.0,42.03733791868632
IND518206AAA,IND518222AAA,1.3333333333333335,8,47.0,39.5,26.470197786914174
IND518222AAA,IND518002AAA,1.2352941176470589,15,48.0,36.0,45.29883783933248
IND518401AAA,IND518422AAB,1.8541666666666665,24,41.5,20.5,25.947096178861326
IND518422AAB,IND518102AAA,2.0454780361757106,28,108.5,53.5,30.96663820116574
IND518501AAA,IND518124AAA,1.5742753623188406,30,56.0,27.0,27.328501201210113
IND520011AAA,IND521185AAA,1.6666666666666667,41,35.0,21.0,27.48096568631815
IND521001AAA,IND521165AAA,1.875,6,43.0,22.5,29.41144411364994
IND521001AAA,IND521225AAB,2.2857142857142856,15,96.0,38.0,44.68775393613056
IND521105AAA,IND521333AAA,2.1933497536945814,8,91.5,38.0,25.47234277766793
IND521105AAA,IND534001AAA,1.941176470588235,4,33.5,17.0,16.354626918187385
IND521165AAA,IND521225AAB,5.8076923076923075,4,143.5,25.5,26.63701541419088
IND521185AAA,IND520011AAA,1.7241379310344829,1,50.0,29.0,38.92396451014306
IND521185AAA,IND521225AAB,1.7142857142857142,36,75.5,30.5,27.71676262053674
IND521201AAA,IND521105AAA,1.736842105263158,3,33.0,22.0,20.759846021535743
IND521225AAB,IND501359AAE,1.643181818181818,132,221.5,134.5,145.75277314533324
IND521225AAB,IND507002AAA,1.4166666666666667,67,117.0,88.0,67.15077322296833
IND521225AAB,IND521001AAA,1.7386363636363638,4,124.5,46.5,54.67571306684761
IND521225AAB,IND521165AAA,2.9714673913043477,2,124.0,22.5,27.43673722333531
IND521225AAB,IND521185AAA,1.5,6,37.0,24.5,32.72767343425929
IND521225AAB,IND521201AAA,1.5292307692307692,42,63.0,39.5,32.64254916508602
IND521225AAB,IND521301AAA,1.6414027149321266,38,53.5,34.5,31.796275247275943
IND521225AAB,IND523002AAA,1.845238095238095,18,124.5,65.0,77.37139295704682
IND521301AAA,IND521001AAA,2.125,37,40.0,21.0,23.84626753436345
IND521333AAA,IND521225AAB,2.3779761904761907,38,106.5,46.0,44.69135174932929
IND522647AAA,IND523201AAA,1.30625,38,65.5,41.5,29.369272158182476
IND523002AAA,IND523105AAA,1.4761904761904765,3,60.0,41.0,35.39093551325081
IND523002AAA,IND523226AAA,1.6578947368421053,6,34.0,20.0,18.98893601295227
IND523002AAA,IND523230AAA,1.588235294117647,63,81.0,51.0,44.44862050324463
IND523002AAA,IND523316AAB,2.428571428571429,4,122.0,50.5,55.78508929041011
IND523002AAA,IND600056AAB,1.6666666666666667,141,283.0,151.0,155.5952860224551
IND523105AAA,IND524201AAA,0.967741935483871,38,44.0,35.5,26.560613531102625
IND523201AAA,IND523002AAA,7.263157894736842,3,150.0,29.0,32.516420924667486
IND523226AAA,IND523316AAB,1.9444444444444444,39,84.0,39.0,44.79786172064874
IND523230AAA,IND523105AAA,1.380952380952381,49,54.0,42.0,44.39032161654665
IND523316AAB,IND522647AAA,1.6393188854489162,42,54.5,36.0,44.54068630421667
IND524003AAA,IND501359AAE,1.5294117647058822,237,351.0,205.0,199.31433011149
IND524101AAB,IND517501AAB,1.9523809523809523,64,124.5,55.5,56.97233949258474
IND524132AAA,IND524101AAB,1.5833333333333333,28,45.5,31.0,29.868970620365815
IND524201AAA,IND523002AAA,1.3033088235294117,58,59.0,54.0,46.52291848452754
IND530012AAA,IND501359AAE,1.8,237,446.0,230.0,286.40651588154697
IND530012AAA,IND530043AAA,2.1944444444444446,26,46.5,14.0,13.029919771354905
IND530012AAA,IND531001AAA,1.75,15,33.0,19.0,18.050487243010128
IND530012AAA,IND531036AAA,2.459558823529412,4,81.5,26.0,22.607867188964278
IND530012AAA,IND531162AAA,1.7979797979797978,14,26.5,13.5,10.41398187995525
IND530012AAA,IND532001AAB,1.6666666666666667,264,68.5,40.0,54.85735963552197
IND530012AAA,IND533106AAA,1.4686274509803923,16,137.5,80.5,100.29845845667634
IND530012AAA,IND535001AAA,2.071428571428571,12,76.0,33.0,32.22102055599773
IND530012AAA,IND751002AAB,1.5294117647058822,57,272.0,170.0,221.58430052451092
IND530012AAA,IND764001AAC,2.1818181818181817,51,268.0,80.0,81.98118235982722
IND530012AAA,IND764020AAC,3.0,15,350.0,70.0,72.8978028319029
IND530012AAC,IND501359AAE,2.1666666666666665,23,543.0,231.0,287.5547616161202
IND530012AAC,IND533106AAA,1.5833333333333335,32,151.5,80.0,100.24056672401804
IND530018AAA,IND531162AAA,4.375,1,35.0,8.0,9.22868637613085
IND530026AAA,IND531036AAA,2.111111111111111,16,61.0,25.0,22.65493798259118
IND530043AAA,IND530012AAA,8.4375,2,81.5,18.5,12.737459988259847
IND530043AAA,IND531163AAA,1.6363636363636365,29,34.0,22.0,18.239167541126758
IND531001AAA,IND530012AAA,8.636363636363637,1,190.0,22.0,20.6117716887825
IND531001AAA,IND531116AAA,1.875,23,53.0,28.0,27.038646185684488
IND531036AAA,IND530012AAA,2.422794117647059,14,51.5,20.5,19.31818393493343
IND531116AAA,IND530012AAA,2.25,28,86.5,35.0,36.06816432926621
IND531116AAA,IND531001AAA,1.75,5,40.0,30.0,27.03334274771469
IND531163AAA,IND535001AAA,2.25,39,32.0,14.0,18.91672926255085
IND532001AAB,IND530012AAA,1.75,232,122.5,54.0,54.95527265541068
IND532001AAB,IND532127AAA,1.9166666666666665,42,50.5,28.5,25.242715004603873
IND532001AAB,IND532201AAA,1.75,3,91.0,33.0,44.64527261989892
IND532001AAB,IND532421AAA,2.0555555555555554,30,39.5,18.5,22.483542223453277
IND532127AAA,IND535591AAA,1.6833333333333333,62,63.0,41.0,44.73400464648922
IND532201AAA,IND532222AAA,1.9090909090909087,39,38.0,23.0,24.14311003212956
IND532201AAA,IND761200AAA,1.2732558139534884,2,46.5,42.0,22.571428213450677
IND532222AAA,IND532001AAB,1.5198711063372716,4,100.0,51.5,56.04455029840443
IND532222AAA,IND761200AAA,0.7012055109070034,22,87.5,70.0,29.181952182463398
IND532421AAA,IND532201AAA,1.6666666666666667,31,29.0,18.0,23.995762868948923
IND532440AAA,IND532001AAB,1.5301003344481605,34,48.5,34.0,32.96695108647358
IND533003AAA,IND533106AAA,1.68,9,76.0,46.0,43.77259883818926
IND533003AAA,IND533401AAA,1.9273809523809524,54,72.5,41.0,44.62062767720336
IND533106AAA,IND501359AAE,2.117647058823529,136,329.5,161.5,199.4717575519918
IND533106AAA,IND530012AAA,1.6360294117647058,88,138.0,83.5,100.34916717647963
IND533106AAA,IND533003AAA,2.988888888888889,6,145.0,53.0,44.286403079052334
IND533106AAA,IND533201AAA,1.6774193548387095,3,88.0,80.0,44.47923631459822
IND533106AAA,IND533242AAA,2.9333333333333336,12,145.0,61.5,44.62275929084345
IND533106AAA,IND533262AAA,2.286231884057971,12,69.5,35.0,30.118779369568884
IND533106AAA,IND533308AAB,3.6666666666666665,17,101.0,28.0,20.95148670562788
IND533106AAA,IND534260AAC,1.7142857142857142,15,87.0,56.0,45.16493787341676
IND533201AAA,IND533242AAA,2.373809523809524,2,34.5,14.5,19.814228807378015
IND533201AAA,IND533262AAA,2.5,17,72.0,38.0,22.619917855281727
IND533242AAA,IND533201AAA,2.2476190476190476,2,32.5,14.5,19.71153234220936
IND533262AAA,IND533106AAA,1.8571428571428568,14,66.0,39.0,29.95563439695497
IND533262AAA,IND533201AAA,1.8373015873015874,10,56.0,28.0,24.29292558004016
IND533308AAB,IND533003AAA,1.4142857142857141,30,54.5,37.5,27.969402082905006
IND533308AAB,IND533106AAA,1.962962962962963,1,53.0,27.0,19.613452513398016
IND533401AAA,IND533106AAA,1.9411764705882355,68,96.0,45.5,56.54299742895302
IND533401AAA,IND533308AAB,2.274675324675324,4,153.5,63.0,55.92268320536061
IND534001AAA,IND521225AAB,1.7142857142857142,3,86.0,35.0,44.15042022846783
IND534001AAA,IND521333AAA,1.7541666666666667,14,46.0,25.5,20.09157086833706
IND534260AAC,IND533106AAA,1.922222222222222,12,131.0,47.5,44.22276842463265
IND535001AAA,IND530012AAA,2.0,59,126.0,38.0,29.077536588595297
IND535501AAB,IND532001AAB,1.8337931034482762,4,110.5,64.5,56.97407365854089
IND535501AAB,IND532440AAA,1.4880952380952381,34,49.5,32.5,31.60316835029382
IND535558AAA,IND535501AAB,1.619047619047619,35,34.0,22.0,23.268702651952854
IND535591AAA,IND535558AAA,2.1333333333333333,3,33.0,16.0,15.602441955843007
IND560002AAA,IND560099AAB,1.6741071428571428,36,34.0,18.0,16.776833737495593
IND560002AAA,IND562132AAA,1.9130434782608696,65,48.0,29.0,18.291465618684747
IND560027AAA,IND560099AAA,1.5,7,34.0,18.0,14.703884991482807
IND560043AAC,IND560064AAA,1.5294117647058822,53,27.0,17.0,9.815154424533794
IND560043AAC,IND560099AAB,1.513157894736842,66,39.0,28.0,18.854813710785855
IND560043AAC,IND562132AAA,1.75,48,61.5,32.0,18.835119930846545
IND560048AAB,IND560099AAB,1.5192307692307692,58,37.5,29.0,18.022812946928077
IND560048AAB,IND562132AAA,1.9642857142857144,66,63.5,34.0,20.281262644953898
IND560058AAB,IND560060AAB,1.5,85,20.0,15.0,11.382993550337591
IND560058AAB,IND560099AAB,1.2222222222222223,77,38.0,27.0,19.781233242664158
IND560058AAB,IND562132AAA,1.5,25,25.0,19.0,9.892838190061097
IND560058AAD,IND562132AAA,1.6333333333333333,70,32.0,21.0,9.938912768260721
IND560060AAB,IND560099AAB,1.3333333333333333,43,28.0,23.0,19.098827924077582
IND560060AAB,IND562132AAA,1.7333333333333334,56,40.0,26.0,18.774777632315846
IND560064AAD,IND560043AAC,2.0,79,33.0,14.0,10.591920333313611
IND560067AAC,IND562114AAA,2.708333333333333,22,26.0,10.0,9.331280604397797
IND560077AAA,IND560099AAB,2.5454545454545454,3,100.0,26.0,18.27837673295454
IND560078AAC,IND560099AAB,2.2,43,32.0,19.0,14.634608106086976
IND560078AAC,IND562132AAA,1.5,49,39.0,27.0,19.154863113523074
IND560083AAB,IND560058AAD,1.4545454545454546,3,38.0,27.0,18.61380620666307
IND560083AAB,IND562132AAA,1.4309523809523808,110,44.5,35.0,27.042917646307576
IND560085AAA,IND562132AAA,1.4,21,54.0,28.0,18.31244562895079
IND560099AAB,IND000000ACS,1.44375,2,30.0,18.5,12.54107680028619
IND560099AAB,IND515004AAA,1.4252136752136753,10,150.5,114.5,121.80285977010057
IND560099AAB,IND560002AAA,1.1428571428571428,51,32.0,19.0,16.03827758230723
IND560099AAB,IND560043AAC,1.3333333333333333,107,38.0,25.0,18.295326580879188
IND560099AAB,IND560048AAB,1.3333333333333333,73,37.0,29.0,17.87589089322985
IND560099AAB,IND560058AAB,1.2967032967032968,134,40.5,27.0,19.207339939301157
IND560099AAB,IND560058AAD,1.1666666666666667,7,32.0,29.0,18.40317960081234
IND560099AAB,IND560060AAB,1.2142857142857142,93,36.0,28.0,19.121616365933512
IND560099AAB,IND560077AAA,2.4594017094017095,4,97.5,32.5,22.93374713805773
IND560099AAB,IND560078AAC,1.4907407407407407,56,31.5,19.5,13.144858873250335
IND560099AAB,IND560083AAB,2.111111111111111,2,29.5,17.0,10.381722368859071
IND560099AAB,IND560085AAA,2.083333333333333,34,40.5,18.0,12.87871102936282
IND560099AAB,IND560300AAA,1.5294117647058822,605,56.0,38.0,27.54763262792452
IND560099AAB,IND562132AAA,1.4,417,63.0,36.0,27.573746472591296
IND560099AAB,IND632006AAA,1.177927927927928,64,121.0,104.0,100.41789990454467
IND560099AAB,IND635001AAA,1.0616666666666665,12,55.0,51.5,49.755801695404344
IND560099AAB,IND683511AAA,1.3888888888888888,223,372.0,231.0,198.0168486717928
IND560099AAB,IND683511AAB,1.4720238095238094,16,392.0,221.5,187.50511834586564
IND560099AAG,IND560099AAB,1.8035714285714286,2,21.5,11.0,9.178345046414847
IND560099AAH,IND562125AAA,1.7647058823529411,1,30.0,17.0,9.01568301465484
IND560300AAA,IND000000ACS,1.9861111111111112,4,79.5,34.0,22.6257288100186
IND560300AAA,IND560002AAA,1.0909090909090908,59,24.0,21.0,18.95734730137684
IND560300AAA,IND560043AAC,1.0,93,33.0,26.0,18.15186649684343
IND560300AAA,IND560048AAB,1.1435897435897435,12,32.0,28.0,18.360323608172727
IND560300AAA,IND560058AAB,1.125,111,35.0,28.0,18.83300922985255
IND560300AAA,IND560078AAC,2.2272727272727275,64,89.5,26.5,23.78325184570688
IND560300AAA,IND560085AAA,1.125,70,38.0,22.0,19.863333951120318
IND560300AAA,IND560099AAB,1.6770833333333335,422,88.0,40.0,27.524931283488073
IND560300AAA,IND562132AAA,1.3636363636363635,393,67.0,40.0,18.840184328188705
IND560300AAA,IND563101AAB,1.6666666666666667,29,34.0,25.0,29.473287721437742
IND560300AAA,IND563130AAA,1.8730158730158728,10,60.0,31.5,29.4380604330815
IND560300AAA,IND563131AAB,1.6,7,54.0,48.0,36.79644821310987
IND560300AAB,IND563101AAB,1.6333333333333333,74,42.0,28.0,36.00606397038547
IND560300AAB,IND563116AAA,1.3333333333333333,9,100.0,60.0,45.14961116092925
IND560300AAB,IND563125AAB,1.3333333333333333,6,54.0,37.5,33.10661188147014
IND560300AAB,IND563130AAA,1.8888888888888888,40,61.0,31.0,28.429646399537425
IND561202AAB,IND515134AAA,1.75,92,81.0,44.5,36.79235087586801
IND561203AAB,IND562101AAA,1.5,36,27.0,19.0,19.05539030769793
IND561207AAB,IND562108AAA,1.0909090909090908,47,41.0,39.0,27.046584885901293
